,Sentence,Word,POS,IOB Tag
94832,sentence 2324,at,IN,O
94833,sentence 2324,the,DT,O
94834,sentence 2324,same,JJ,O
94835,sentence 2324,or,CC,O
94836,sentence 2324,higher,JJ,B-NP
94837,sentence 2324,level,NN,I-NP
94838,sentence 2324,by,IN,O
94839,sentence 2324,an,DT,B-NP
94840,sentence 2324,employee,NN,I-NP
94841,sentence 2324,at,IN,O
94842,sentence 2324,any,DT,B-NP
94843,sentence 2324,time,NN,I-NP
94844,sentence 2324,during,IN,O
94845,sentence 2324,the,DT,O
94846,sentence 2324,26,CD,O
94847,sentence 2324,biweekly,JJ,B-NP
94848,sentence 2324,pay,NN,I-NP
94849,sentence 2324,period,NN,I-NP
94850,sentence 2324,shall,MD,B-VP
94851,sentence 2324,entitle,VB,I-VP
94852,sentence 2324,the,DT,B-NP
94853,sentence 2324,employee,NN,I-NP
94854,sentence 2324,to,TO,O
94855,sentence 2324,continue,VB,B-VP
94856,sentence 2324,to,TO,I-VP
94857,sentence 2324,receive,VB,I-VP
94858,sentence 2324,the,DT,B-NP
94859,sentence 2324,appropriate,JJ,I-NP
94860,sentence 2324,compensation,NN,I-NP
94861,sentence 2324,for,IN,O
94862,sentence 2324,that,DT,B-NP
94863,sentence 2324,level,NN,I-NP
94864,sentence 2324,for,IN,O
94865,sentence 2324,the,DT,O
94866,sentence 2324,ensuing,VB,B-VP
94867,sentence 2324,26,CD,O
94868,sentence 2324,biweekly,JJ,B-NP
94869,sentence 2324,pay,NN,I-NP
94870,sentence 2324,period,NN,I-NP
94871,sentence 2325,employees,NN,O
94872,sentence 2325,will,MD,B-VP
94873,sentence 2325,be,VB,I-VP
94874,sentence 2325,compensated,VB,I-VP
94875,sentence 2325,for,IN,I-VP
94876,sentence 2325,only,RB,O
94877,sentence 2325,one,CD,O
94878,sentence 2325,level,NN,O
94879,sentence 2325,of,IN,O
94880,sentence 2325,expertise,NN,O
94881,sentence 2326,article,NN,O
94882,sentence 2326,5.7,CD,O
94883,sentence 2326,post,NN,B-NP
94884,sentence 2326,certificate,NN,I-NP
94885,sentence 2326,bonus,NN,I-NP
94886,sentence 2326,in,IN,O
94887,sentence 2326,addition,NN,O
94888,sentence 2326,to,TO,O
94889,sentence 2326,the,DT,B-NP
94890,sentence 2326,salary,NN,I-NP
94891,sentence 2326,and,CC,O
94892,sentence 2326,peace,NN,B-NP
94893,sentence 2326,officer,NN,I-NP
94894,sentence 2326,standards,NN,I-NP
94895,sentence 2326,and,CC,O
94896,sentence 2326,training,VB,B-VP
94897,sentence 2326,post,NN,B-NP
94898,sentence 2326,bonus,NN,I-NP
94899,sentence 2326,set,VB,B-VP
94900,sentence 2326,forth,RB,O
94901,sentence 2326,below,IN,O
94902,sentence 2326,employee,NN,O
94903,sentence 2326,covered,VB,B-VP
94904,sentence 2326,by,IN,I-VP
94905,sentence 2326,this,DT,B-NP
94906,sentence 2326,mou,NN,I-NP
94907,sentence 2326,who,WP,O
94908,sentence 2326,were,VB,B-VP
94909,sentence 2326,on,IN,I-VP
94910,sentence 2326,june,NN,O
94911,sentence 2326,30,CD,O
94912,sentence 2326,1996,CD,O
94913,sentence 2326,and,CC,O
94914,sentence 2326,continue,VB,B-VP
94915,sentence 2326,to,TO,I-VP
94916,sentence 2326,be,VB,I-VP
94917,sentence 2326,sworn,VB,B-VP
94918,sentence 2326,employee,NN,O
94919,sentence 2326,of,IN,O
94920,sentence 2326,the,DT,B-NP
94921,sentence 2326,police,NN,I-NP
94922,sentence 2326,department,NN,I-NP
94923,sentence 2326,shall,MD,B-VP
94924,sentence 2326,receive,VB,I-VP
94925,sentence 2326,the,DT,O
94926,sentence 2326,following,VB,B-VP
94927,sentence 2326,educational/training,JJ,B-NP
94928,sentence 2326,compensation,NN,I-NP
94929,sentence 2326,for,IN,O
94930,sentence 2326,post,NN,B-NP
94931,sentence 2326,certificate,NN,I-NP
94932,sentence 2326,1,CD,O
94933,sentence 2326,after,IN,O
94934,sentence 2326,an,DT,B-NP
94935,sentence 2326,employee,NN,I-NP
94936,sentence 2326,has,VB,B-VP
94937,sentence 2326,completed,VB,I-VP
94938,sentence 2326,ten,CD,O
94939,sentence 2326,year,NN,O
94940,sentence 2326,of,IN,O
94941,sentence 2326,service,NN,B-NP
94942,sentence 2326,ten-dollar-per-month,NN,I-NP
94943,sentence 2326,bonus,NN,I-NP
94944,sentence 2326,for,IN,O
94945,sentence 2326,successful,JJ,B-NP
94946,sentence 2326,completion,NN,I-NP
94947,sentence 2326,and,CC,O
94948,sentence 2326,presentation,NN,O
94949,sentence 2326,of,IN,O
94950,sentence 2326,the,DT,B-NP
94951,sentence 2326,post,NN,I-NP
94952,sentence 2326,intermediate,JJ,B-NP
94953,sentence 2326,certificate,NN,I-NP
94954,sentence 2326,or,CC,O
94955,sentence 2326,after,IN,O
94956,sentence 2326,an,DT,B-NP
94957,sentence 2326,employee,NN,I-NP
94958,sentence 2326,has,VB,B-VP
94959,sentence 2326,completed,VB,I-VP
94960,sentence 2326,ten,CD,O
94961,sentence 2326,year,NN,O
94962,sentence 2326,of,IN,O
94963,sentence 2326,service,NN,B-NP
94964,sentence 2326,fifteen-dollar-per-month,NN,I-NP
94965,sentence 2326,bonus,NN,I-NP
94966,sentence 2326,for,IN,O
94967,sentence 2326,successful,JJ,B-NP
94968,sentence 2326,completion,NN,I-NP
94969,sentence 2326,and,CC,O
94970,sentence 2326,presentation,NN,O
94971,sentence 2326,of,IN,O
94972,sentence 2326,the,DT,B-NP
94973,sentence 2326,post,NN,I-NP
94974,sentence 2326,advanced,VB,B-VP
94975,sentence 2326,certificate,NN,O
94976,sentence 2327,40,CD,O
94977,sentence 2327,ten-dollar-per-month,NN,B-NP
94978,sentence 2327,bonus,NN,I-NP
94979,sentence 2327,for,IN,O
94980,sentence 2327,successful,JJ,B-NP
94981,sentence 2327,completion,NN,I-NP
94982,sentence 2327,and,CC,O
94983,sentence 2327,presentation,NN,O
94984,sentence 2327,of,IN,O
94985,sentence 2327,the,DT,B-NP
94986,sentence 2327,post,NN,I-NP
94987,sentence 2327,supervisory,NN,I-NP
94988,sentence 2327,certificate,NN,I-NP
94989,sentence 2328,ten-dollar-per-month,NN,B-NP
94990,sentence 2328,bonus,NN,I-NP
94991,sentence 2328,for,IN,O
94992,sentence 2328,successful,JJ,B-NP
94993,sentence 2328,completion,NN,I-NP
94994,sentence 2328,and,CC,O
94995,sentence 2328,presentation,NN,O
94996,sentence 2328,of,IN,O
94997,sentence 2328,the,DT,B-NP
94998,sentence 2328,post,NN,I-NP
94999,sentence 2328,management,NN,I-NP
95000,sentence 2328,certificate,NN,I-NP
95001,sentence 2329,the,DT,B-NP
95002,sentence 2329,post,NN,I-NP
95003,sentence 2329,bonus,NN,I-NP
95004,sentence 2329,specified,VB,B-VP
95005,sentence 2329,in,IN,I-VP
95006,sentence 2329,paragraph,NN,B-NP
95007,sentence 2329,a.1.,NN,I-NP
95008,sentence 2329,2,CD,O
95009,sentence 2329,or,CC,O
95010,sentence 2329,3,CD,O
95011,sentence 2329,of,IN,O
95012,sentence 2329,this,DT,B-NP
95013,sentence 2329,article,NN,I-NP
95014,sentence 2329,shall,MD,B-VP
95015,sentence 2329,be,VB,I-VP
95016,sentence 2329,paid,VB,I-VP
95017,sentence 2329,during,IN,I-VP
95018,sentence 2329,the,DT,B-NP
95019,sentence 2329,month,NN,I-NP
95020,sentence 2329,of,IN,O
95021,sentence 2329,july,NN,O
95022,sentence 2329,of,IN,O
95023,sentence 2329,each,DT,B-NP
95024,sentence 2329,future,JJ,I-NP
95025,sentence 2329,year,NN,I-NP
95026,sentence 2329,and,CC,O
95027,sentence 2329,shall,MD,B-VP
95028,sentence 2329,be,VB,I-VP
95029,sentence 2329,applicable,JJ,I-VP
95030,sentence 2329,to,TO,I-VP
95031,sentence 2329,the,DT,B-NP
95032,sentence 2329,prior,JJ,I-NP
95033,sentence 2329,fiscal,JJ,I-NP
95034,sentence 2329,year,NN,I-NP
95035,sentence 2330,c.,NN,O
95036,sentence 2330,any,DT,B-NP
95037,sentence 2330,employee,NN,I-NP
95038,sentence 2330,covered,VB,B-VP
95039,sentence 2330,by,IN,I-VP
95040,sentence 2330,this,DT,B-NP
95041,sentence 2330,mou,NN,I-NP
95042,sentence 2330,who,WP,O
95043,sentence 2330,is,VB,B-VP
95044,sentence 2330,hired,VB,I-VP
95045,sentence 2330,after,IN,I-VP
95046,sentence 2330,june,NN,O
95047,sentence 2330,30,CD,O
95048,sentence 2330,1996,CD,O
95049,sentence 2330,shall,MD,B-VP
95050,sentence 2330,not,RB,O
95051,sentence 2330,be,VB,B-VP
95052,sentence 2330,eligible,JJ,I-VP
95053,sentence 2330,to,TO,I-VP
95054,sentence 2330,receive,VB,I-VP
95055,sentence 2330,any,DT,B-NP
95056,sentence 2330,post,NN,I-NP
95057,sentence 2330,benefit,NN,I-NP
95058,sentence 2330,under,IN,O
95059,sentence 2330,paragraph,NN,O
95060,sentence 2330,a.1.,VB,B-VP
95061,sentence 2330,2,CD,O
95062,sentence 2330,or,CC,O
95063,sentence 2330,3,CD,O
95064,sentence 2330,whether,IN,O
95065,sentence 2330,or,CC,O
95066,sentence 2330,not,RB,B-NP
95067,sentence 2330,such,JJ,I-NP
95068,sentence 2330,employee,NN,I-NP
95069,sentence 2330,was,VB,B-VP
95070,sentence 2330,previously,RB,O
95071,sentence 2330,sworn,VB,B-VP
95072,sentence 2330,employee,NN,O
95073,sentence 2330,of,IN,O
95074,sentence 2330,the,DT,B-NP
95075,sentence 2330,police,NN,I-NP
95076,sentence 2330,department,NN,I-NP
95077,sentence 2331,leave,NN,O
95078,sentence 2331,at,IN,O
95079,sentence 2331,such,JJ,B-NP
95080,sentence 2331,time,NN,I-NP
95081,sentence 2331,all,DT,B-NP
95082,sentence 2331,current,JJ,I-NP
95083,sentence 2331,employee,NN,I-NP
95084,sentence 2331,receiving,VB,B-VP
95085,sentence 2331,the,DT,B-NP
95086,sentence 2331,post,NN,I-NP
95087,sentence 2331,benefit,NN,I-NP
95088,sentence 2331,under,IN,O
95089,sentence 2331,paragraph,NN,O
95090,sentence 2331,a.1.,VB,B-VP
95091,sentence 2331,2,CD,O
95092,sentence 2331,or,CC,O
95093,sentence 2331,3,CD,O
95094,sentence 2331,police,NN,B-NP
95095,sentence 2331,department,NN,I-NP
95096,sentence 2331,employment,NN,I-NP
95097,sentence 2331,this,DT,B-NP
95098,sentence 2331,post,NN,I-NP
95099,sentence 2331,benefit,VB,B-VP
95100,sentence 2331,shall,MD,B-VP
95101,sentence 2331,cease,VB,I-VP
95102,sentence 2332,d.,NN,B-NP
95103,sentence 2332,effective,JJ,I-NP
95104,sentence 2332,september,NN,I-NP
95105,sentence 2332,2011,CD,O
95106,sentence 2332,the,DT,O
95107,sentence 2332,%,%,O
95108,sentence 2332,three,CD,O
95109,sentence 2332,percent,NN,B-NP
95110,sentence 2332,bonus,NN,I-NP
95111,sentence 2332,for,IN,O
95112,sentence 2332,possession,NN,O
95113,sentence 2332,of,IN,O
95114,sentence 2332,basic,JJ,B-NP
95115,sentence 2332,post,NN,I-NP
95116,sentence 2332,certificate,NN,I-NP
95117,sentence 2332,was,VB,B-VP
95118,sentence 2332,eliminated,VB,I-VP
95119,sentence 2332,and,CC,O
95120,sentence 2332,%,%,O
95121,sentence 2332,was,VB,B-VP
95122,sentence 2332,added,VB,I-VP
95123,sentence 2332,to,TO,I-VP
95124,sentence 2332,the,DT,B-NP
95125,sentence 2332,regular,JJ,I-NP
95126,sentence 2332,salary,NN,I-NP
95127,sentence 2332,of,IN,O
95128,sentence 2332,each,DT,B-NP
95129,sentence 2332,salary,NN,I-NP
95130,sentence 2332,schedule,NN,I-NP
95131,sentence 2332,of,IN,O
95132,sentence 2332,this,DT,B-NP
95133,sentence 2332,mou,NN,I-NP
95134,sentence 2333,e.,NN,B-NP
95135,sentence 2333,unit,NN,I-NP
95136,sentence 2333,employee,NN,I-NP
95137,sentence 2333,who,WP,O
95138,sentence 2333,currently,RB,O
95139,sentence 2333,hold,VB,B-VP
95140,sentence 2333,or,CC,O
95141,sentence 2333,who,WP,O
95142,sentence 2333,successfully,RB,B-NP
95143,sentence 2333,complete,JJ,I-NP
95144,sentence 2333,post,NN,I-NP
95145,sentence 2333,requirement,NN,I-NP
95146,sentence 2333,for,IN,O
95147,sentence 2333,and,CC,O
95148,sentence 2333,present,VB,B-VP
95149,sentence 2333,an,DT,B-NP
95150,sentence 2333,intermediate,JJ,I-NP
95151,sentence 2333,post,NN,I-NP
95152,sentence 2333,certificate,NN,I-NP
95153,sentence 2333,shall,MD,B-VP
95154,sentence 2333,be,VB,I-VP
95155,sentence 2333,paid,VB,I-VP
95156,sentence 2333,%,%,O
95157,sentence 2333,one,CD,O
95158,sentence 2333,percent,NN,O
95159,sentence 2333,of,IN,O
95160,sentence 2333,regular,JJ,B-NP
95161,sentence 2333,salary,NN,I-NP
95162,sentence 2334,f.,NN,B-NP
95163,sentence 2334,unit,NN,I-NP
95164,sentence 2334,employee,NN,I-NP
95165,sentence 2334,who,WP,O
95166,sentence 2334,currently,RB,O
95167,sentence 2334,hold,VB,B-VP
95168,sentence 2334,or,CC,O
95169,sentence 2334,who,WP,O
95170,sentence 2334,successfully,RB,B-NP
95171,sentence 2334,complete,JJ,I-NP
95172,sentence 2334,post,NN,I-NP
95173,sentence 2334,requirement,NN,I-NP
95174,sentence 2334,for,IN,O
95175,sentence 2334,and,CC,O
95176,sentence 2334,present,VB,B-VP
95177,sentence 2334,an,DT,B-NP
95178,sentence 2334,advanced,JJ,I-NP
95179,sentence 2334,post,NN,I-NP
95180,sentence 2334,certificate,NN,I-NP
95181,sentence 2334,shall,MD,B-VP
95182,sentence 2334,be,VB,I-VP
95183,sentence 2334,paid,VB,I-VP
95184,sentence 2334,%,%,O
95185,sentence 2334,two,CD,O
95186,sentence 2334,percent,NN,O
95187,sentence 2334,of,IN,O
95188,sentence 2334,regular,JJ,B-NP
95189,sentence 2334,salary,NN,I-NP
95190,sentence 2335,g.,NN,O
95191,sentence 2335,for,IN,O
95192,sentence 2335,payroll,NN,B-NP
95193,sentence 2335,purpose,NN,I-NP
95194,sentence 2335,the,DT,B-NP
95195,sentence 2335,effective,JJ,I-NP
95196,sentence 2335,date,NN,I-NP
95197,sentence 2335,of,IN,O
95198,sentence 2335,the,DT,B-NP
95199,sentence 2335,bonus,NN,I-NP
95200,sentence 2335,for,IN,O
95201,sentence 2335,the,DT,O
95202,sentence 2335,intermediate,JJ,O
95203,sentence 2335,and,CC,O
95204,sentence 2335,advanced,JJ,B-NP
95205,sentence 2335,certificates,NN,I-NP
95206,sentence 2335,shall,MD,B-VP
95207,sentence 2335,be,VB,I-VP
95208,sentence 2335,the,DT,B-NP
95209,sentence 2335,beginning,NN,I-NP
95210,sentence 2335,of,IN,O
95211,sentence 2335,the,DT,B-NP
95212,sentence 2335,payroll,NN,I-NP
95213,sentence 2335,period,NN,I-NP
95214,sentence 2335,following,VB,B-VP
95215,sentence 2335,the,DT,B-NP
95216,sentence 2335,operative,JJ,I-NP
95217,sentence 2335,date,NN,I-NP
95218,sentence 2335,of,IN,O
95219,sentence 2335,the,DT,B-NP
95220,sentence 2335,certificate,NN,I-NP
95221,sentence 2335,except,IN,O
95222,sentence 2335,when,WRB,O
95223,sentence 2335,new,JJ,B-NP
95224,sentence 2335,employee,NN,I-NP
95225,sentence 2335,posse,NN,I-NP
95226,sentence 2335,either,RB,B-NP
95227,sentence 2335,post,NN,I-NP
95228,sentence 2335,certificate,NN,I-NP
95229,sentence 2335,upon,IN,O
95230,sentence 2335,employment,NN,O
95231,sentence 2335,then,RB,O
95232,sentence 2335,the,DT,B-NP
95233,sentence 2335,date,NN,I-NP
95234,sentence 2335,for,IN,O
95235,sentence 2335,the,DT,B-NP
95236,sentence 2335,award,NN,I-NP
95237,sentence 2335,of,IN,O
95238,sentence 2335,the,DT,B-NP
95239,sentence 2335,bonus,NN,I-NP
95240,sentence 2335,shall,MD,B-VP
95241,sentence 2335,be,VB,I-VP
95242,sentence 2335,the,DT,B-NP
95243,sentence 2335,date,NN,I-NP
95244,sentence 2335,of,IN,O
95245,sentence 2335,employment,NN,O
95246,sentence 2336,article,NN,O
95247,sentence 2336,5.8,CD,O
95248,sentence 2336,premium,JJ,B-NP
95249,sentence 2336,pay,NN,I-NP
95250,sentence 2336,for,IN,O
95251,sentence 2336,bilingual,JJ,B-NP
95252,sentence 2336,skills,NN,I-NP
95253,sentence 2336,notwithstanding,VB,B-VP
95254,sentence 2336,los,NN,B-NP
95255,sentence 2336,angeles,NN,I-NP
95256,sentence 2336,administrative,JJ,B-NP
95257,sentence 2336,code,NN,I-NP
95258,sentence 2336,section,NN,I-NP
95259,sentence 2336,4.17,CD,O
95260,sentence 2336,unit,NN,B-NP
95261,sentence 2336,employee,NN,I-NP
95262,sentence 2336,who,WP,O
95263,sentence 2336,were,VB,B-VP
95264,sentence 2336,not,RB,O
95265,sentence 2336,receiving,VB,B-VP
95266,sentence 2336,premium,JJ,B-NP
95267,sentence 2336,pay,NN,I-NP
95268,sentence 2336,for,IN,O
95269,sentence 2336,bilingual,JJ,B-NP
95270,sentence 2336,skill,NN,I-NP
95271,sentence 2336,on,IN,O
95272,sentence 2336,january,NN,O
95273,sentence 2336,2010,CD,O
95274,sentence 2336,will,MD,B-VP
95275,sentence 2336,no,DT,O
95276,sentence 2336,longer,JJ,O
95277,sentence 2336,qualify,VB,B-VP
95278,sentence 2336,to,TO,I-VP
95279,sentence 2336,receive,VB,I-VP
95280,sentence 2336,premium,JJ,B-NP
95281,sentence 2336,pay,NN,I-NP
95282,sentence 2336,for,IN,O
95283,sentence 2336,bilingual,JJ,B-NP
95284,sentence 2336,skill,NN,I-NP
95285,sentence 2337,unit,NN,B-NP
95286,sentence 2337,employee,NN,I-NP
95287,sentence 2337,who,WP,O
95288,sentence 2337,were,VB,B-VP
95289,sentence 2337,receiving,VB,I-VP
95290,sentence 2337,premium,JJ,B-NP
95291,sentence 2337,pay,NN,I-NP
95292,sentence 2337,for,IN,O
95293,sentence 2337,bilingual,JJ,B-NP
95294,sentence 2337,skill,NN,I-NP
95295,sentence 2337,on,IN,O
95296,sentence 2337,january,NN,O
95297,sentence 2337,2010,CD,O
95298,sentence 2337,will,MD,B-VP
95299,sentence 2337,continue,VB,I-VP
95300,sentence 2337,to,TO,I-VP
95301,sentence 2337,receive,VB,I-VP
95302,sentence 2337,such,JJ,B-NP
95303,sentence 2337,pay,NN,I-NP
95304,sentence 2337,long,JJ,O
95305,sentence 2337,they,PRP,O
95306,sentence 2337,are,VB,B-VP
95307,sentence 2337,continuously,RB,O
95308,sentence 2337,assigned,VB,B-VP
95309,sentence 2337,to,TO,I-VP
95310,sentence 2337,position,NN,O
95311,sentence 2337,in,IN,O
95312,sentence 2337,which,WDT,O
95313,sentence 2337,they,PRP,O
95314,sentence 2337,are,VB,B-VP
95315,sentence 2337,required,VB,I-VP
95316,sentence 2337,to,TO,I-VP
95317,sentence 2337,utilize,VB,I-VP
95318,sentence 2337,those,DT,B-NP
95319,sentence 2337,bilingual,JJ,I-NP
95320,sentence 2337,skill,NN,I-NP
95321,sentence 2337,on,IN,O
95322,sentence 2337,regular,JJ,B-NP
95323,sentence 2337,basis,NN,I-NP
95324,sentence 2337,41,CD,O
95325,sentence 2337,artible,JJ,O
95326,sentence 2337,5.9,CD,O
95327,sentence 2337,temporary,JJ,B-NP
95328,sentence 2337,higher,JJ,I-NP
95329,sentence 2337,level,NN,I-NP
95330,sentence 2337,position,NN,I-NP
95331,sentence 2337,to,TO,O
95332,sentence 2337,assure,VB,B-VP
95333,sentence 2337,the,DT,B-NP
95334,sentence 2337,continuity,NN,I-NP
95335,sentence 2337,of,IN,O
95336,sentence 2337,police,NN,B-NP
95337,sentence 2337,service,NN,I-NP
95338,sentence 2337,employee,NN,I-NP
95339,sentence 2337,from,IN,O
95340,sentence 2337,lower,JJ,B-NP
95341,sentence 2337,civil,JJ,I-NP
95342,sentence 2337,service,NN,I-NP
95343,sentence 2337,rank,NN,I-NP
95344,sentence 2337,or,CC,O
95345,sentence 2337,lower,JJ,O
95346,sentence 2337,paygrade,VB,B-VP
95347,sentence 2337,position,NN,O
95348,sentence 2337,may,MD,B-VP
95349,sentence 2337,be,VB,I-VP
95350,sentence 2337,temporarily,RB,O
95351,sentence 2337,deployed,VB,B-VP
95352,sentence 2337,to,TO,I-VP
95353,sentence 2337,position,NN,O
95354,sentence 2337,normally,RB,O
95355,sentence 2337,assigned,VB,B-VP
95356,sentence 2337,to,TO,I-VP
95357,sentence 2337,employee,NN,O
95358,sentence 2337,in,IN,O
95359,sentence 2337,higher,JJ,B-NP
95360,sentence 2337,civil,JJ,I-NP
95361,sentence 2337,service,NN,I-NP
95362,sentence 2337,rank,NN,I-NP
95363,sentence 2337,or,CC,O
95364,sentence 2337,paygrade,NN,O
95365,sentence 2337,for,IN,O
95366,sentence 2337,period,NN,O
95367,sentence 2337,of,IN,O
95368,sentence 2337,time,NN,O
95369,sentence 2337,not,RB,O
95370,sentence 2337,to,TO,O
95371,sentence 2337,exceed,VB,B-VP
95372,sentence 2337,168,CD,O
95373,sentence 2337,consecutive,JJ,B-NP
95374,sentence 2337,calendar,NN,I-NP
95375,sentence 2337,day,NN,I-NP
95376,sentence 2337,dps,NN,I-NP
95377,sentence 2337,the,DT,O
95378,sentence 2337,6-dp,CD,O
95379,sentence 2337,limitation,NN,O
95380,sentence 2337,on,IN,O
95381,sentence 2337,assignment,NN,O
95382,sentence 2337,to,TO,O
95383,sentence 2337,temporary,JJ,B-NP
95384,sentence 2337,higher,JJ,I-NP
95385,sentence 2337,level,NN,I-NP
95386,sentence 2337,position,NN,I-NP
95387,sentence 2337,may,MD,B-VP
95388,sentence 2337,be,VB,I-VP
95389,sentence 2337,extended,VB,I-VP
95390,sentence 2337,on,IN,I-VP
95391,sentence 2337,case-by-case,JJ,B-NP
95392,sentence 2337,basis,NN,I-NP
95393,sentence 2337,upon,IN,O
95394,sentence 2337,the,DT,B-NP
95395,sentence 2337,express,NN,I-NP
95396,sentence 2337,approval,NN,I-NP
95397,sentence 2337,of,IN,O
95398,sentence 2337,the,DT,B-NP
95399,sentence 2337,employee,NN,I-NP
95400,sentence 2337,relations,NN,I-NP
95401,sentence 2337,administrator,NN,I-NP
95402,sentence 2338,compensation,NN,O
95403,sentence 2338,the,DT,B-NP
95404,sentence 2338,employee,NN,I-NP
95405,sentence 2338,so,RB,O
95406,sentence 2338,assigned,JJ,O
95407,sentence 2338,shall,MD,B-VP
95408,sentence 2338,continue,VB,I-VP
95409,sentence 2338,to,TO,I-VP
95410,sentence 2338,receive,VB,I-VP
95411,sentence 2338,compensation,NN,O
95412,sentence 2338,at,IN,O
95413,sentence 2338,the,DT,B-NP
95414,sentence 2338,salary,NN,I-NP
95415,sentence 2338,level,NN,I-NP
95416,sentence 2338,held,VB,B-VP
95417,sentence 2338,prior,JJ,I-VP
95418,sentence 2338,to,TO,I-VP
95419,sentence 2338,the,DT,B-NP
95420,sentence 2338,temporary,JJ,I-NP
95421,sentence 2338,assignment,NN,I-NP
95422,sentence 2338,for,IN,O
95423,sentence 2338,the,DT,O
95424,sentence 2338,first,JJ,O
95425,sentence 2338,28,CD,O
95426,sentence 2338,calendar,NN,B-NP
95427,sentence 2338,day,NN,I-NP
95428,sentence 2339,at,IN,O
95429,sentence 2339,the,DT,B-NP
95430,sentence 2339,conclusion,NN,I-NP
95431,sentence 2339,of,IN,O
95432,sentence 2339,the,DT,O
95433,sentence 2339,initial,JJ,O
95434,sentence 2339,28-calendar,CD,O
95435,sentence 2339,day,NN,B-NP
95436,sentence 2339,period,NN,I-NP
95437,sentence 2339,employee,NN,I-NP
95438,sentence 2339,who,WP,O
95439,sentence 2339,continue,VB,B-VP
95440,sentence 2339,to,TO,I-VP
95441,sentence 2339,be,VB,I-VP
95442,sentence 2339,assigned,VB,B-VP
95443,sentence 2339,to,TO,I-VP
95444,sentence 2339,the,DT,B-NP
95445,sentence 2339,temporary,JJ,I-NP
95446,sentence 2339,assignment,NN,I-NP
95447,sentence 2339,shall,MD,B-VP
95448,sentence 2339,receive,VB,I-VP
95449,sentence 2339,additional,JJ,B-NP
95450,sentence 2339,compensation,NN,I-NP
95451,sentence 2339,of,IN,O
95452,sentence 2339,2.75,CD,B-NUM
95453,sentence 2339,%,%,I-NUM
95454,sentence 2339,of,IN,I-NUM
95455,sentence 2339,his/her,PRP$,B-NP
95456,sentence 2339,regular,JJ,I-NP
95457,sentence 2339,base,NN,I-NP
95458,sentence 2339,pay,NN,I-NP
95459,sentence 2339,for,IN,O
95460,sentence 2339,each,DT,B-NP
95461,sentence 2339,day,NN,I-NP
95462,sentence 2339,so,RB,O
95463,sentence 2339,assigned,VB,B-VP
95464,sentence 2340,such,JJ,B-NP
95465,sentence 2340,compensation,NN,I-NP
95466,sentence 2340,shall,MD,B-VP
95467,sentence 2340,not,RB,O
95468,sentence 2340,be,VB,B-VP
95469,sentence 2340,pension,NN,O
95470,sentence 2340,based,VB,B-VP
95471,sentence 2341,the,DT,B-NP
95472,sentence 2341,commanding,JJ,I-NP
95473,sentence 2341,officer,NN,I-NP
95474,sentence 2341,of,IN,O
95475,sentence 2341,the,DT,O
95476,sentence 2341,assigned,VB,B-VP
95477,sentence 2341,employee,NN,O
95478,sentence 2341,shall,MD,B-VP
95479,sentence 2341,ensure,VB,I-VP
95480,sentence 2341,that,IN,I-VP
95481,sentence 2341,request,NN,O
95482,sentence 2341,for,IN,O
95483,sentence 2341,the,DT,B-NP
95484,sentence 2341,temporary,JJ,I-NP
95485,sentence 2341,higher,JJ,I-NP
95486,sentence 2341,pay,NN,I-NP
95487,sentence 2341,is,VB,B-VP
95488,sentence 2341,immediately,RB,O
95489,sentence 2341,forwarded,VB,B-VP
95490,sentence 2341,to,TO,I-VP
95491,sentence 2341,the,DT,B-NP
95492,sentence 2341,employee,NN,I-NP
95493,sentence 2341,relations,NN,I-NP
95494,sentence 2341,administrator,NN,I-NP
95495,sentence 2341,when,WRB,O
95496,sentence 2341,the,DT,B-NP
95497,sentence 2341,employee,NN,I-NP
95498,sentence 2341,becomes,VB,B-VP
95499,sentence 2341,eligible,JJ,I-VP
95500,sentence 2341,for,IN,I-VP
95501,sentence 2341,the,DT,B-NP
95502,sentence 2341,temporary,JJ,I-NP
95503,sentence 2341,pay,NN,I-NP
95504,sentence 2342,all,DT,B-NP
95505,sentence 2342,retroactive,JJ,I-NP
95506,sentence 2342,temporary,JJ,I-NP
95507,sentence 2342,higher,JJ,I-NP
95508,sentence 2342,level,NN,I-NP
95509,sentence 2342,payment,NN,I-NP
95510,sentence 2342,must,MD,B-VP
95511,sentence 2342,be,VB,I-VP
95512,sentence 2342,approved,VB,I-VP
95513,sentence 2342,by,IN,I-VP
95514,sentence 2342,the,DT,B-NP
95515,sentence 2342,employee,NN,I-NP
95516,sentence 2342,relations,NN,I-NP
95517,sentence 2342,administrator,NN,I-NP
95518,sentence 2343,leave,NN,B-NP
95519,sentence 2343,reasons,NN,I-NP
95520,sentence 2343,for,IN,O
95521,sentence 2343,higher,JJ,B-NP
95522,sentence 2343,level,NN,I-NP
95523,sentence 2343,assignment,NN,I-NP
95524,sentence 2343,temporary,JJ,B-NP
95525,sentence 2343,assignment,NN,I-NP
95526,sentence 2343,specified,VB,B-VP
95527,sentence 2343,in,IN,I-VP
95528,sentence 2343,this,DT,B-NP
95529,sentence 2343,article,NN,I-NP
95530,sentence 2343,may,MD,B-VP
95531,sentence 2343,be,VB,I-VP
95532,sentence 2343,authorized,VB,I-VP
95533,sentence 2343,by,IN,I-VP
95534,sentence 2343,management,NN,O
